ID_BAT;CODE_INSEE;CODE_POSTALE;NOM_COM;NOM_BATI;ADRESSE;X;Y;SURFACE;RENOVATION;TYPE
3505916;35059;35520;La Chapelle-des-Fougeretz;Local Jeunes;3 rue de la Métairie;48.17905434168913; -1.7328692517342579;144;Bâtiment à rénover ;Scolaire – enfance 
3513901;35139;35890;Laillé;Salle des sports, Haut Patis;12 Rue du Stade;47.982655453554;-1.7150277771343;1800;Bâtiment à rénover ;Sportif 
3513902;35139;35890;Laillé;Le  Point 21;21 Rue du Point du Jour;47.9784058;-1.7170939;1590;Bâtiment à rénover ;Socio-culturel 
3513903;35139;35890;Laillé;Groupe scolaire/ALSH;23 Rue du Parc;47.9807299;-1.7198736;3210;Bâtiment rénové;Scolaire – enfance 
3513904;35139;35890;Laillé;Crèche Halte garderie;1 Allee du Chateau Noble;47.9779754;-1.7211936;270;Bâtiment à rénover ;Scolaire – enfance 
3513905;35139;35890;Laillé;Mairie;Rue de la Halte;47.9787589;-1.7214672;400;Bâtiment à rénover ;Scolaire – enfance 
3513906;35139;35890;Laillé;Restaurant  scolaire ;3 Rue du Patis;47.9795322;-1.7157448;927;Bâtiment rénové;Restauration 
3513907;35139;35890;Laillé;Complexe l'Archipel;2 Boulevard du Commandant Cousteau;47.9825655;-1.718013;3499;Bâtiment < 20 ans ;Sportif 
3517301;35173;35520;MELESSE;Salle de sports n° 2;Champs Colliots;48.218718961981104; -1.701960774633636;1210;Bâtiment à rénover ;Sportif 
3517302;35173;35520;MELESSE;Salle de tennis;Rue des Lilas;48.220982773954184; -1.697709063570031;1649;Bâtiment à rénover ;Sportif 
3517303;35173;35520;MELESSE;Ecole maternelle;2 Pl. Jules Ferry;48.21793404779786; -1.6999573851071796;1530;Bâtiment à rénover ;Scolaire – enfance 
3517304;35173;35520;MELESSE;Ecole élémentaire;allée Jules Ferry;48.21770114596054; -1.70066155558365;1918;Bâtiment à rénover ;Scolaire – enfance 
3517305;35173;35520;MELESSE;Salle sports n° 1;Place Jules Ferry ;48.218702096755024; -1.7002785224174295;1219;Bâtiment à rénover ;Sportif 
3517306;35173;35520;MELESSE;Salle polyvalente;2 Rue d'Enguera;48.219358190637905; -1.6987602760411944;1780;Bâtiment à rénover ;Socio-culturel 
3517307;35173;35520;MELESSE;Mairie+Médiathèque;20 Rue de Rennes;48.216251345848235; -1.6975115542683066;2476;Bâtiment à rénover ;Administratif 
3517308;35173;35520;MELESSE;Restaurant scolaire;1 Pl. Jules Ferry;48.218326921660754; -1.7009957438866956;719;Bâtiment à rénover ;Restauration 
3517309;35173;35520;MELESSE;ALSH;rue de la Poste;48.21863277344147; -1.6987700213069548;678;Bâtiment < 20 ans ;Scolaire – enfance 
3517310;35173;35520;MELESSE;Bibliothèque - Salle C. Colomb;rue de la Poste;48.218277796110655; -1.6979933027928422;511;Bâtiment à rénover ;Socio-culturel 
3517311;35173;35520;MELESSE;CTM;12 Rue de la Longueraie;48.22927483613997; -1.7019839598288977;1585;Bâtiment < 20 ans ;Technique
3518001;35180;35190;MINIAC SOUS BECHEREL;Ecole & restaurant scolaire;la rue de l'Ecole;48.28401119317268; -1.9343007016420524;883;Bâtiment < 20 ans ;Scolaire – enfance 
3518002;35180;35190;MINIAC SOUS BECHEREL;Médiathèque;le Bourg;48.285094183543336; -1.9304374910805033;80;Bâtiment à rénover ;Socio-culturel 
3518003;35180;35190;MINIAC SOUS BECHEREL;Mairie;le Bourg;48.28456241561776; -1.9306703655042987;600;Bâtiment rénové;Administratif 
3518004;35180;35190;MINIAC SOUS BECHEREL;Vestiaires foot + terrain;La Croix Pinault;48.28581868358306; -1.9261915130471823;96;Bâtiment à rénover ;Sportif 
3518902;35189;35760;Montgermont;Ecole maternelle;5 Rue de Rennes;48.15593944924175; -1.7146074117596604;810;Bâtiment rénové;Scolaire – enfance 
3518903;35189;35760;Montgermont;Espace Evasion Bernard Douard;2 Rue de la Motte;48.15754023126538; -1.7150085312297603;1996;Bâtiment à rénover ;Socio-culturel 
3518904;35189;35760;Montgermont;Salle de sport des Courtines;Rue des Courtines;48.15732110124962; -1.7151802001410457;1580;Bâtiment à rénover ;Sportif 
3518905;35189;35760;Montgermont;Cantine scolaire;Rue du Manoir;48.15673525109558; -1.7150441121989135;680;Bâtiment à rénover ;Restauration 
3518906;35189;35760;Montgermont;Complexe Duchesse Anne;Rue Jean Jaurès;48.151932638175616; -1.714516981470742;2211;Bâtiment à rénover ;Sportif 
3518907;35189;35760;Montgermont;Halte garderie - P. Texier;4 rue Pierre Texier ;48.1556785190338; -1.7171375920415164;176;;
3518908;35189;35760;Montgermont;Mairie;Pl. Jane Beusnel;48.15584490937424; -1.7162132119682125;320;Bâtiment à rénover ;Administratif 
3518910;35189;35760;Montgermont;Elementaire et PEJ ; 2 Rue des Courtines;48.15664308677768; -1.7147042988766936;1079;;
3519301;35193;35520;MONTREUIL LE GAST;Groupe scolaire + restaurant;1 Rue des Lilas;48.24760117557222; -1.7248174007919865;1645;Bâtiment à rénover ;Scolaire – enfance 
3519302;35193;35520;MONTREUIL LE GAST;Mairie;3 Rue de la Mairie;48.247194505875235; -1.7287297986767791;306;Bâtiment rénové;Administratif 
3519303;35193;35520;MONTREUIL LE GAST;Médiathèque;rue des Bégonias;48.24688308841728; -1.7250530038414404;750;Bâtiment à rénover ;Socio-culturel 
3519304;35193;35520;MONTREUIL LE GAST;Salle Polyvalente/Salle de sport;rue de la Barbais;48.248981221399504; -1.728331538705358;1885;Bâtiment à rénover ;Socio-culturel 
3519305;35193;35520;MONTREUIL LE GAST;Presbytère;4 Rue de la Poste;48.24728955673543; -1.7274865351330972;209;Bâtiment à rénover ;Résidentiel 
3519701;35197;35250;MOUAZE;Ecole Publique Jacques Prévert;1 Rue Jacques Prévert;48.23181763438605; -1.6147966366141047;1735;Bâtiment < 20 ans ;Scolaire – enfance 
3519702;35197;35250;MOUAZE;Salle Polyvalente;Rue du Champ de Foire;48.232550060654894; -1.6081755399359925;513;Bâtiment rénové;Socio-culturel 
3519703;35197;35250;MOUAZE;Mairie + Petite Salle Communale;2 Rue du Champ de Foire;48.23202282826011; -1.607658070854504;403;Bâtiment rénové;Administratif 
3519704;35197;35250;MOUAZE;Vestiaire de Foot;Rue Jules Verne;48.23320998362485; -1.6141004866583584;69;Bâtiment à rénover ;Sportif 
3519705;35197;35250;MOUAZE;Ateleier Municipal; 7 rue du Champ de Foire;48.23272066374054; -1.6066865796952368;252;Bâtiment à rénover ;Technique
3519706;35197;35250;MOUAZE;Eglise;4 Rue de l'Illet;48.231967416442515; -1.608639526652958;289;Bâtiment à rénover ;Cultuel 
3519707;35197;35250;MOUAZE;Bibliothèque;2 Rue du Champ de Foire;48.23172227000003; -1.607758803882823;146;Bâtiment rénové;Socio-culturel 
3519708;35197;35250;MOUAZE;Ancienne école;19 Rue de l'Illet;48.23176525557837; -1.6097307113192432;666;Bâtiment à rénover ;Autre 
3520401;35204;35410;NOUVOITOU;Ecole Chêne Centenaire;2 rue du Chêne centenaire;48.04063718339299; -1.5435160338588425;3018;Bâtiment à rénover ;Scolaire – enfance 
3520402;35204;35410;NOUVOITOU;Espace Le Bocage + Salle des Sports;Prom. Henri Verger;48.04150386404361; -1.5570967622328398;3216;Bâtiment < 20 ans ;Socio-culturel 
3520403;35204;35410;NOUVOITOU;Médiathèque;12 Rue de Châteaugiron;48.04037367560616; -1.5416256679919236;460;Bâtiment < 20 ans ;Socio-culturel 
3520404;35204;35410;NOUVOITOU;Restaurant Scolaire;Rue de Châteaugiron;48.040249218349004; -1.5410817140362822;540;Bâtiment < 20 ans ;Restauration 
3520405;35204;35410;NOUVOITOU;Mairie;3 Pl. de l'Église;48.04193723422059; -1.546179330197043;740;Bâtiment à rénover ;Administratif 
3520406;35204;35410;NOUVOITOU;Espace Le Tilleul + Bât associatif;11-13 rue de Domloup;48.042701404790805; -1.5462635347204832;601;Bâtiment à rénover ;Socio-culturel 
3520407;35204;35410;NOUVOITOU;Centre Technique Municipal;4 Rue des Loges;48.04344565974869; -1.5459145594029684;498;Bâtiment à rénover ;Technique
3520408;35204;35410;NOUVOITOU;Maison des Jeunes;Rue Menault;48.04026850558029; -1.5441601073405586;68;Bâtiment à rénover ;Scolaire – enfance 
3520409;35204;35410;NOUVOITOU;Vestiaires de foot + modulaire;Prom. Henri Verger;48.0409779071967; -1.5549164671473863;445;Bâtiment à rénover ;Sportif 
3520410;35204;35410;NOUVOITOU;Eglise + Sanitaires;Pl. de l'église;48.04189016537714; -1.5468695311985503;403;Bâtiment à rénover ;Cultuel 
3520411;35204;35410;NOUVOITOU;RAM (Logis des Cordeliers);2 Rue de Vern;48.042490942913645; -1.547444472805351;80;Bâtiment à rénover ;Scolaire - enfance 
3520412;35204;35410;NOUVOITOU;Espace culturel (Ancienne Forge);14 Pl. de l'Église;48.04218503156996; -1.547509770347525;50;Bâtiment rénové;Socio-culturel 
3524501;35245;35850;Romillé;COMPLEXE SCOLAIRE ET CANTINE;12 RUE DE LA METTRIE;48.21435280954525; -1.8902685333722387;3760;Bâtiment à rénover ;Scolaire – enfance 
3524502;35245;35850;Romillé;MAIRIE;PLACE DE LA MAIRIE;48.21554970508153; -1.8923423189465034;584;Bâtiment rénové;Administratif 
3524503;35245;35850;Romillé;COMPLEXE SPORTIF RENE CUTTE;RUE RENE CUTTE;48.21894370696581; -1.8964334284497542;3981;Bâtiment à rénover ;Sportif 
3524504;35245;35850;Romillé;VESTIAIRES FOYER;RUE RENE CUTTE;48.218814376292464; -1.896855511361978;504;Bâtiment à rénover ;Sportif 
3524505;35245;35850;Romillé;SALLE DES FETES LE PRE VERT;;48.21802917849403; -1.8945399849593298;1295;Bâtiment à rénover ;Socio-culturel 
3524506;35245;35850;Romillé;SALLE DE SPORT ANITA CONTI;RUE ANITA CONTI;48.21468226888559; -1.8855458393462627;1539;Bâtiment < 20 ans ;Sportif 
3524507;35245;35850;Romillé;ENCRIER;9 RUE DES 3 EVÊCHES;48.216222937947684; -1.8900484395349828;610;Bâtiment à rénover ;Socio-culturel 
3524508;35245;35850;Romillé;SALLE LA MOSAÏQUE;7 RUE DE LA CHAUVRAIS;48.21695729906192; -1.8906573873397332;163;Bâtiment < 20 ans ;Socio-culturel 
3524509;35245;35850;Romillé;BATIMENT ENFANCE JEUNESSE;12 RUE DE LA METTRIE;48.21489336857437; -1.8888656308332354;334;Bâtiment < 20 ans ;Scolaire – enfance 
3524510;35245;35850;Romillé;MAISON DES ASSOCIATIONS;RUE DES FRERES AUBERT;48.21677178512337; -1.890383580860933;400;Bâtiment < 20 ans ;Socio-culturel 
3524512;35245;35850;Romillé;GARAGE ENTREPOT;7 RUE DES 3 EVÊCHES;48.216159741878535; -1.8904945587867732;125;Bâtiment à rénover ;Autre 
3526601;35266;35230;Saint-Erblon;Groupe scolaire;RUE CREUSE;48.02084834252256; -1.6550919023208066;1900;Bâtiment rénové;Scolaire – enfance 
3526602;35266;35230;Saint-Erblon;Mairie;1 PLACE DES DROITS DE L'HOMME;48.0181193551192; -1.6512743370311376;595;Bâtiment à rénover ;Administratif 
3526603;35266;35230;Saint-Erblon;Salle Duguesclin;RUE CREUSE;48.02102775772512; -1.6543254804429575;811;Bâtiment à rénover ;Socio-culturel 
3526604;35266;35230;Saint-Erblon;Dojo & vestiaires foot;PLACE DU VERGER;48.02001060133588; -1.6535315972102123;512;Bâtiment à rénover ;Sportif 
3526605;35266;35230;Saint-Erblon;EX - Restaurant scolaire;PLACE DU VERGER;48.02039414411154; -1.653555422211491;534;Bâtiment rénové;Socio-culturel 
3526606;35266;35230;Saint-Erblon;Salle du Verger;PLACE DU VERGER;48.02034003476447; -1.6530402354796392;457;Bâtiment à rénover ;Socio-culturel 
3526607;35266;35230;Saint-Erblon;Médiathèque;1 RUE FREDERIC DESCHAMPS;48.02068492304221; -1.6512664762315004;604;Bâtiment à rénover ;Socio-culturel 
3526608;35266;35230;Saint-Erblon;Pôle social;PLACE DU VERGER;48.020794190575984; -1.653277176306718;161;Bâtiment à rénover ;Médico-social 
3526609;35266;35230;Saint-Erblon;Restaurant scolaire;RUE CREUSE;48.02137527560815; -1.6553497590538306;369;Bâtiment < 20 ans ;Restauration 
3529601;35296;35250;Saint Medard sur Ille;Mairie & salle des Fêtes;2 Rue de la Mairie;48.27349649666179; -1.660719939986754;370;Bâtiment rénové;Administratif 
3529602;35296;35250;Saint Medard sur Ille;Groupe scolaire;15 Rue des Écoles;48.27316259447225; -1.65848360196525;1135;Bâtiment à rénover ;Scolaire – enfance 
3529603;35296;35250;Saint Medard sur Ille;Salle Polyvalente;2 Pl. de l'Église;48.27281493528165; -1.6604429702706225;240;Bâtiment rénové;Socio-culturel 
3529604;35296;35250;Saint Medard sur Ille;Salle des sports;10 Rue des Sports;48.272572745742615; -1.655104110367358;830;Bâtiment rénové;Sportif 
3529605;35296;35250;Saint Medard sur Ille;Atelier communal;4 Rue du Chêne;48.27231614995071; -1.6573999434403481;217;Bâtiment à rénover ;Technique
3529606;35296;35250;Saint Medard sur Ille;Eglise;Rue de la Mairie;48.27327654910396; -1.6605279165267142;520;Bâtiment à rénover ;Cultuel 
3525301;35253;35140;SAINT AUBIN DU CORMIER;SERVICES TECHNIQUES;1 Rue du Stade;48.257039643059066;-1.3986775585229145;620;Bâtiment à rénover ;Technique
3525302;35253;35140;SAINT AUBIN DU CORMIER;ESPACE LOISIRS ET CULTURE;8 rue du Général de Gaulle;48.25861781925736;-1.399102865860105;1558;Bâtiment à rénover ;Socio-culturel 
3525303;35253;35140;SAINT AUBIN DU CORMIER;GROUPE SCOLAIRE;Rue des Monts d'Arree;48.258799501049864;-1.4009946810385117;2365;Bâtiment rénové;Scolaire – enfance 
3525304;35253;35140;SAINT AUBIN DU CORMIER;RESTAURANT SCOLAIRE;18 Rue du Stade;48.25832174993363;-1.4014992926536103;380;Bâtiment à rénover ;Restauration 
3525305;35253;35140;SAINT AUBIN DU CORMIER;TRAIT D UNION;2 rue cotin;48.260212180673626; -1.3975814072013673;968;Bâtiment à rénover ;Socio-culturel 
3525306;35253;35140;SAINT AUBIN DU CORMIER;MAIRIE;Pl. de la Mairie;48.26015189019187;-1.3990744921559295;466;Bâtiment à rénover ;Administratif 
3525307;35253;35140;SAINT AUBIN DU CORMIER;SALLE DES SPORTS ;rue du stade;48.25799124138531;-1.4042220955499216;1558;Bâtiment à rénover ;Sportif 
3525308;35253;35140;SAINT AUBIN DU CORMIER;CENTRE CULTUREL BEL AIR;Rue des Rochers;48.257850372162245;-1.3896883846312886;1454;Bâtiment rénové;Socio-culturel 
3525309;35253;35140;SAINT AUBIN DU CORMIER;BUREAUX;17 Rue du General Leclerc;48.25946740201484;-1.4024508743575332;350;Bâtiment rénové;Administratif 
3525310;35253;35140;SAINT AUBIN DU CORMIER;VESTIAIRES FOOT;RUE DU STADE;48.25733223519305;-1.4053216539064985;260;Bâtiment à rénover ;Sportif 
3525311;35253;35140;SAINT AUBIN DU CORMIER;SALLE COMMUNALE ;15 Rue Leclerc;48.2592407785464;-1.4022754822012924;100;Bâtiment rénové;Socio-culturel 
3525312;35253;35140;SAINT AUBIN DU CORMIER;VESTIAIRES STABILISE;RUE DU STADE;48.25935159884664;-1.4028768906196671;155;Bâtiment à rénover ;Sportif 
3533401;35334;35235;THORIGNE-FOUILLARD;EHPAD La Claire Noe;RUE BOBBY LAPOINTE;48.15793034451526; -1.5767950647233484;3000;Bâtiment à rénover ;Médico-social 
3533402;35334;35235;THORIGNE-FOUILLARD;GS les Prés Verts + Médiathèque Alfred Jarry;RUE DE RENNES;48.15403899458018; -1.5819188489187999;4738;Bâtiment à rénover ;Scolaire – enfance 
3533403;35334;35235;THORIGNE-FOUILLARD;Restaurant municipal;2 RUE DE RENNES;48.15369811217427; -1.5810240963201447;1389;Bâtiment < 20 ans ;Restauration 
3533404;35334;35235;THORIGNE-FOUILLARD;Mairie;ESPLANADE DES DROITS DE L'HOMME;48.153341775059154; -1.5818132297954526;1461;Bâtiment à rénover ;Administratif 
3533405;35334;35235;THORIGNE-FOUILLARD;CS La Vigne;14 RUE ANGELIQUE DU COUDRAY;48.152098160566716; -1.5767207752670247;4789;Bâtiment < 20 ans ;Sportif 
3533406;35334;35235;THORIGNE-FOUILLARD;CS Les Longrais;RUE DES LONGRAIS;48.1534776180754; -1.5852651645105618;3694;Bâtiment à rénover ;Sportif 
3533407;35334;35235;THORIGNE-FOUILLARD;CS les Molières;19 RUE NATIONALE;48.161686520018456; -1.5833471150608598;1650;Bâtiment à rénover ;Sportif 
3533408;35334;35235;THORIGNE-FOUILLARD;Tennis Les Blanchets;IMPASSE DES BLANCHETS;48.16582615160309; -1.5812226827832592;1578;Bâtiment < 20 ans ;Sportif 
3533409;35334;35235;THORIGNE-FOUILLARD;Services techniques;RUE LOUIS BLERIOT;48.1537052356975; -1.5863767532870814;1813;Bâtiment à rénover ;Technique
3533410;35334;35235;THORIGNE-FOUILLARD;GS les Grands Prés Verts;30 AVENUE GABRIEL FAURE;48.15517892265161; -1.5866334219743323;2393;Bâtiment < 20 ans ;Scolaire - enfance 
3533411;35334;35235;THORIGNE-FOUILLARD;Salle des fêtes l'Eclat;RUE DE LA FORET;48.15964974801035; -1.5801047292111587;1175;Bâtiment < 20 ans ;Socio-culturel 
3533412;35334;35235;THORIGNE-FOUILLARD;Crèche Brindille;ALLEE ERIK SATIE;48.15499748365692; -1.5851316690594692;1004;Bâtiment < 20 ans ;Scolaire - enfance 
3533413;35334;35235;THORIGNE-FOUILLARD;Espace jeunes les Longrais;16 RUE DES LONGRAIS;48.15297490895923; -1.58600978281203;664;Bâtiment à rénover ;Socio-culturel 
3533414;35334;35235;THORIGNE-FOUILLARD;Maison de la Juteauderie - Epicerie sociale;3 LA JUTEAUDERIE;48.1654217242184; -1.5792994058244454;671;Bâtiment à rénover ;Socio-culturel 
3533415;35334;35235;THORIGNE-FOUILLARD;Salle Bocage;RUE DU BOCAGE;48.15868503267679; -1.5808512971659179;429;Bâtiment à rénover ;Socio-culturel 
3533416;35334;35235;THORIGNE-FOUILLARD;Ecole de musique;2 RUE DES MOULINS;48.152552505755416; -1.5780856307755269;400;Bâtiment à rénover ;Socio-culturel 
3533417;35334;35235;THORIGNE-FOUILLARD;Ferme de la Morinais;3 MAIL DE LA MORINAIS;48.15185963990931; -1.5775711240047272;357;Bâtiment à rénover ;Socio-culturel 
3533418;35334;35235;THORIGNE-FOUILLARD;Salle Duguesclin;18 BIS RUE DUGUESCLIN;48.157978202301244; -1.5841859704313448;250;Bâtiment à rénover ;Socio-culturel 
3533419;35334;35235;THORIGNE-FOUILLARD;Espace René Cassin - Maison de l'enfance;14 ALLEE DES PLATANES;48.16065688382702; -1.5804090799461232;420;Bâtiment à rénover ;Socio-culturel 
3533420;35334;35235;THORIGNE-FOUILLARD;Maison de la Chenaie;40 RUE DE NORMANDIE;48.164460511720236; -1.589986410531742;475;Bâtiment à rénover ;Socio-culturel 
3533421;35334;35235;THORIGNE-FOUILLARD;Maison Claude Bernard;1 PASSAGE CLAUDE BERNARD;48.15865318740431; -1.5902258559750042;86;Bâtiment à rénover ;Résidentiel 
3533422;35334;35235;THORIGNE-FOUILLARD;Maison 25 rue nationale;25 RUE NATIONALE;48.1610726283817; -1.5842332899602367;230;Bâtiment à rénover ;Résidentiel 
3506701;35067;35250;CHASNE SUR ILLET;MAIRIE;LA PORTE PILET;48.23713535783341; -1.5650465763248365;338;Bâtiment à rénover ;Administratif 
3506702;35067;35250;CHASNE SUR ILLET;GROUPE SCOLAIRE;10 RUE DE L'ECOLE;48.24142298790703; -1.5620187178952019;1529;Bâtiment à rénover ;Scolaire – enfance 
3506703;35067;35250;CHASNE SUR ILLET;Nouveau RESTAURANT SCOLAIRE;11 RUE DE L'ECOLE;48.24181077207602; -1.5621956089920377;291;Bâtiment < 20 ans ;Restauration 
3506704;35067;35250;CHASNE SUR ILLET;MAISON INTERCOMMUNALE;1 PLACE DE L'EGLISE;48.24242867929802; -1.562946200555772;402;Bâtiment < 20 ans ;Scolaire – enfance 
3506705;35067;35250;CHASNE SUR ILLET;MAISON DES SERVICES;5 RUE DE L'ECOLE;48.24260429084396; -1.5611567869440166;223;Bâtiment rénové;Socio-culturel 
3506706;35067;35250;CHASNE SUR ILLET;SALLE DES MOISSONS;25 RUE DE L'ECOLE;48.24128133935783; -1.5611825380244504;423;Bâtiment à rénover ;Socio-culturel 
3506707;35067;35250;CHASNE SUR ILLET;ATELIER TECHNIQUE;8B RUE DE LA FORET;48.24267919498766; -1.560668199824664;547;Bâtiment à rénover ;Technique
3506708;35067;35250;CHASNE SUR ILLET;BIBLIOTHEQUE;12 BIS RUE DE L'ECOLE;48.24110602937288; -1.5617130160877368;175;Bâtiment à rénover ;Socio-culturel 
3506709;35067;35250;CHASNE SUR ILLET;VESTIAIRES SPORTIFS;RUE DE LA FORET;48.24169635421274; -1.5559396994828985;109;Bâtiment à rénover ;Sportif 
3506710;35067;35250;CHASNE SUR ILLET;EGLISE;PLACE DE L'EGLISE;48.24256469220042; -1.5618605405448354;315;;Cultuel 
3525001;35250;35231;SAINT ARMEL;Salle muticulturelle;10 D36;48.01527802937117;-1.5991397528581628;1620;Bâtiment rénové;Sportif 
3525002;35250;35231;SAINT ARMEL;Ecole, mairie, bibliotheque et restaurant scolaire;14 rue de la Mairie;48.01411508337905;-1.5936902828994506;2188;Bâtiment à rénover ;Scolaire – enfance 
3525003;35250;35231;SAINT ARMEL;Clos muret;Rue Camille Claudel;48.01431785221003;-1.5871175284114833;200;Bâtiment à rénover ;Scolaire – enfance 
3525004;35250;35231;SAINT ARMEL;Salle du conseil;Place du four à pain;48.01425507988813;-1.5942194144275896;60;Bâtiment à rénover ;Administratif 
3525005;35250;35231;SAINT ARMEL;Services techniques;12 rue Noël du Fail;48.01660817807151;-1.5885722722832663;500;Bâtiment à rénover ;Technique
3525101;35251;35250;SAINT AUBIN D AUBIGNE;Groupe scolaire;5 rue des écoles;48.26139506401553;-1.6106427296331862;2430;;
3525102;35251;35250;SAINT AUBIN D AUBIGNE;Mairie;4 place de la mairie;48.26269729318516;-1.6056853910251876;1077;;
3525103;35251;35250;SAINT AUBIN D AUBIGNE;Salle Bon secours;9 rue de chasné;48.261962808483176;-1.6042305902367435;386;;
3525104;35251;35250;SAINT AUBIN D AUBIGNE;Salle de tennis;boulevard du stade;48.2589565341514;-1.601846859150911;330;;
3525105;35251;35250;SAINT AUBIN D AUBIGNE;Centre culturel;PLACE DES HALLES;48.262130358441084;-1.6079106939991856;485;;
3525106;35251;35250;SAINT AUBIN D AUBIGNE;Salle sports et polyvalente;boulevard du stade;48.25888058773617;-1.6026834004316297;2867;;
3525107;35251;35250;SAINT AUBIN D AUBIGNE;CTM;10 rue des cordiers;48.25831250671072;-1.5995925885707005;1595;;
3525108;35251;35250;SAINT AUBIN D AUBIGNE;Stade Thorial;rue du château d'eau;48.26598215636982;-1.6081399049430831;289;;
3525109;35251;35250;SAINT AUBIN D AUBIGNE;Salle Erminig;boulevard du stade;48.25882021999318;-1.6034702173120146;2491;;
